musteri_id,yas,musteri_suresi_ay,aylik_ucret,toplam_ucret,sozlesme_tipi,internet_servisi,odeme_yontemi,bakmakla_yukumlu,churn
1394,64,14,22.83,279.14,Aylik,Fiber,Otomatik Odeme,Hayir,1
1395,31,25,94.04,2400.41,1 Yillik,DSL,Otomatik Odeme,Evet,0
1396,54,58,112.69,6595.6,1 Yillik,Fiber,Havale,Hayir,0
1397,56,33,27.48,982.45,Aylik,Fiber,Havale,Hayir,1
1398,58,70,31.02,2261.6,Aylik,DSL,Kredi Karti,Hayir,0
1399,19,1,89.2,95.93,Aylik,DSL,Kredi Karti,Hayir,1
1400,36,52,84.8,4394.04,Aylik,Yok,Havale,Evet,1
1401,70,59,26.88,1653.47,Aylik,DSL,Kredi Karti,Hayir,0
1402,32,67,103.44,6966.13,Aylik,Yok,Havale,Hayir,1
1403,36,12,72.34,818.96,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1404,37,71,110.72,7809.44,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1405,28,29,107.8,3150.8,Aylik,DSL,Elektronik Cek,Hayir,1
1406,27,26,101.25,2623.64,1 Yillik,DSL,Kredi Karti,Evet,0
1407,39,26,71.59,1860.02,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1408,72,46,45.17,2131.45,Aylik,Fiber,Elektronik Cek,Hayir,0
1409,18,48,70.6,3426.75,1 Yillik,Yok,Elektronik Cek,Evet,0
1410,35,35,30.08,1119.29,Aylik,Yok,Havale,Hayir,0
1411,21,6,85.88,418.7,1 Yillik,DSL,Elektronik Cek,Hayir,1
1412,52,72,33.4,2417.47,Aylik,DSL,Otomatik Odeme,Evet,0
1413,33,16,71.12,1172.65,2 Yillik,DSL,Elektronik Cek,Evet,0
1414,67,7,25.44,101.75,2 Yillik,Yok,Havale,Hayir,1
1415,54,44,49.95,2165.06,Aylik,DSL,Elektronik Cek,Hayir,0
1416,66,30,43.21,1254.28,Aylik,DSL,Otomatik Odeme,Evet,1
1417,57,45,82.0,3691.08,Aylik,Fiber,Havale,Evet,1
1418,45,64,98.68,6396.91,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1419,71,8,25.73,306.97,1 Yillik,DSL,Elektronik Cek,Evet,1
1420,47,21,105.03,2164.92,Aylik,Fiber,Kredi Karti,Hayir,1
1421,76,38,106.08,4057.37,2 Yillik,DSL,Otomatik Odeme,Evet,1
1422,79,57,54.23,3119.05,Aylik,DSL,Elektronik Cek,Evet,1
1423,54,44,85.9,3798.98,Aylik,DSL,Havale,Evet,0
1424,59,28,60.26,1707.23,Aylik,Fiber,Kredi Karti,Hayir,1
1425,33,44,35.42,1573.67,Aylik,Yok,Otomatik Odeme,Hayir,0
1426,68,71,72.87,5258.15,Aylik,Fiber,Otomatik Odeme,Hayir,0
1427,59,35,28.64,1057.52,Aylik,Fiber,Kredi Karti,Hayir,1
1428,73,64,107.85,6849.39,Aylik,DSL,Elektronik Cek,Hayir,1
1429,34,57,112.43,6448.3,2 Yillik,Fiber,Kredi Karti,Hayir,1
1430,66,22,102.16,2292.14,Aylik,Yok,Havale,Hayir,0
1431,47,18,76.25,1388.25,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1432,29,56,75.76,4299.13,1 Yillik,Yok,Kredi Karti,Evet,0
1433,28,15,118.46,1786.3,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1434,52,25,44.79,1129.77,Aylik,Fiber,Havale,Hayir,1
1435,37,17,27.59,475.09,1 Yillik,DSL,Elektronik Cek,Hayir,0
1436,24,44,76.19,3251.45,Aylik,Fiber,Otomatik Odeme,Evet,0
1437,44,22,52.88,1159.34,Aylik,Fiber,Kredi Karti,Hayir,0
1438,58,48,52.23,2473.63,Aylik,Yok,Otomatik Odeme,Hayir,0
1439,37,68,20.71,1348.96,Aylik,Yok,Kredi Karti,Evet,0
1440,77,60,79.62,4848.9,2 Yillik,Fiber,Kredi Karti,Evet,0
1441,66,69,46.4,3226.81,2 Yillik,Yok,Havale,Evet,0
1442,49,2,38.79,76.09,1 Yillik,Yok,Havale,Hayir,1
1443,75,33,24.04,765.08,Aylik,Fiber,Kredi Karti,Hayir,1
1444,44,16,56.44,917.85,2 Yillik,DSL,Havale,Hayir,0
1445,26,67,107.9,7278.87,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1446,20,52,53.67,2749.49,Aylik,DSL,Elektronik Cek,Hayir,0
1447,76,24,87.91,2109.6,Aylik,DSL,Elektronik Cek,Hayir,0
1448,77,41,95.65,3965.05,1 Yillik,Yok,Kredi Karti,Evet,1
1449,63,44,52.81,2226.84,Aylik,DSL,Kredi Karti,Evet,1
1450,24,36,102.16,3674.88,Aylik,Fiber,Havale,Hayir,1
1451,36,35,89.19,3100.19,1 Yillik,Fiber,Otomatik Odeme,Evet,1
1452,20,4,75.92,296.99,Aylik,Fiber,Otomatik Odeme,Evet,1
1453,21,33,20.1,638.22,Aylik,DSL,Kredi Karti,Hayir,0
1454,33,26,23.51,618.14,Aylik,Fiber,Havale,Hayir,1
1455,53,59,119.09,7122.49,1 Yillik,Fiber,Havale,Evet,1
1456,22,63,98.23,6172.29,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1457,79,55,113.76,6271.39,2 Yillik,DSL,Kredi Karti,Hayir,0
1458,46,3,110.23,430.43,1 Yillik,Fiber,Havale,Hayir,1
1459,34,61,22.04,1316.94,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1460,49,29,99.18,2966.95,1 Yillik,Fiber,Havale,Evet,0
1461,66,30,65.11,1953.57,Aylik,Fiber,Otomatik Odeme,Evet,0
1462,37,69,98.96,6917.33,Aylik,DSL,Elektronik Cek,Evet,1
1463,20,63,20.67,1339.72,1 Yillik,Yok,Elektronik Cek,Hayir,0
1464,21,4,48.82,210.64,1 Yillik,DSL,Havale,Hayir,0
1465,70,26,95.13,2470.1,Aylik,Yok,Otomatik Odeme,Hayir,0
1466,24,54,99.3,5331.0,2 Yillik,Yok,Kredi Karti,Hayir,1
1467,57,39,81.97,3200.62,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1468,41,19,50.13,997.34,Aylik,DSL,Otomatik Odeme,Evet,0
1469,66,38,51.04,1938.86,Aylik,DSL,Elektronik Cek,Evet,1
1470,21,63,116.68,7335.01,Aylik,Yok,Otomatik Odeme,Hayir,1
1471,73,17,63.92,1074.1,Aylik,Fiber,Elektronik Cek,Hayir,1
1472,61,54,64.71,3543.96,Aylik,DSL,Elektronik Cek,Hayir,1
1473,45,53,75.23,4048.45,Aylik,Fiber,Kredi Karti,Evet,0
1474,30,64,60.95,3867.44,Aylik,DSL,Kredi Karti,Hayir,0
1475,78,22,75.27,1622.51,Aylik,Fiber,Kredi Karti,Evet,1
1476,36,16,63.23,1030.65,1 Yillik,Fiber,Kredi Karti,Hayir,0
1477,48,40,102.67,4183.18,1 Yillik,DSL,Otomatik Odeme,Evet,0
1478,42,39,110.91,4382.79,Aylik,Yok,Kredi Karti,Hayir,1
1479,32,30,113.21,3333.71,Aylik,DSL,Kredi Karti,Evet,0
1480,43,57,76.43,4343.31,Aylik,Fiber,Otomatik Odeme,Evet,0
1481,27,58,64.21,3677.65,Aylik,Fiber,Havale,Hayir,0
1482,18,18,90.52,1615.98,Aylik,Yok,Otomatik Odeme,Hayir,0
1483,35,58,103.83,6102.36,Aylik,Fiber,Otomatik Odeme,Hayir,0
1484,24,17,76.3,1225.97,Aylik,Yok,Elektronik Cek,Hayir,0
1485,43,30,90.0,2619.06,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1486,71,2,94.97,148.51,Aylik,Yok,Otomatik Odeme,Evet,1
1487,28,25,87.64,2205.37,2 Yillik,DSL,Kredi Karti,Hayir,0
1488,18,70,94.61,6653.74,Aylik,Fiber,Kredi Karti,Hayir,1
1489,24,32,40.86,1329.39,Aylik,DSL,Havale,Hayir,0
1490,49,52,69.84,3690.46,2 Yillik,Yok,Elektronik Cek,Hayir,0
1491,35,8,78.83,542.49,Aylik,Yok,Otomatik Odeme,Hayir,0
1492,48,46,20.25,990.92,1 Yillik,Fiber,Kredi Karti,Evet,0
1493,19,27,105.6,2835.6,2 Yillik,Fiber,Kredi Karti,Hayir,1
1494,38,54,81.0,4410.57,1 Yillik,Fiber,Havale,Hayir,1
1495,43,67,32.91,2138.8,Aylik,DSL,Havale,Hayir,1
1496,44,39,101.64,3964.21,Aylik,Fiber,Otomatik Odeme,Hayir,1
1497,52,8,91.71,745.49,Aylik,Fiber,Havale,Evet,1
1498,66,35,95.83,3411.84,Aylik,Fiber,Otomatik Odeme,Evet,1
1499,46,9,59.2,453.54,Aylik,DSL,Kredi Karti,Hayir,0
1500,70,33,105.42,3480.4,2 Yillik,Yok,Kredi Karti,Hayir,1
1501,50,5,61.4,252.74,1 Yillik,DSL,Otomatik Odeme,Hayir,1
1502,34,47,77.05,3646.62,Aylik,Fiber,Kredi Karti,Hayir,0
1503,32,23,20.06,500.24,Aylik,DSL,Kredi Karti,Hayir,0
1504,37,15,84.49,1331.71,1 Yillik,DSL,Elektronik Cek,Hayir,0
1505,55,2,91.82,156.89,2 Yillik,DSL,Kredi Karti,Hayir,1
1506,33,64,76.71,4955.8,Aylik,Fiber,Kredi Karti,Evet,0
1507,74,61,69.66,4317.31,Aylik,Fiber,Havale,Hayir,1
1508,47,59,100.99,5876.25,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1509,71,5,88.14,471.32,2 Yillik,Fiber,Elektronik Cek,Evet,0
1510,60,26,47.81,1290.99,2 Yillik,Fiber,Elektronik Cek,Evet,0
1511,38,70,115.91,8100.76,Aylik,DSL,Kredi Karti,Hayir,0
1512,32,42,90.73,3750.12,Aylik,DSL,Havale,Hayir,0
1513,64,10,118.79,1235.05,Aylik,Fiber,Havale,Hayir,1
1514,38,11,117.13,1228.45,Aylik,Fiber,Havale,Hayir,1
1515,33,19,111.89,2116.99,2 Yillik,Fiber,Elektronik Cek,Evet,0
1516,75,71,95.54,6781.33,Aylik,DSL,Kredi Karti,Hayir,0
1517,47,13,80.94,1088.0,1 Yillik,Yok,Elektronik Cek,Hayir,1
1518,21,66,37.22,2425.19,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1519,48,49,74.34,3608.43,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1520,46,67,96.54,6473.13,1 Yillik,DSL,Havale,Hayir,0
1521,71,60,72.09,4375.72,2 Yillik,Fiber,Havale,Hayir,1
1522,62,24,106.82,2678.05,Aylik,Fiber,Elektronik Cek,Hayir,1
1523,29,60,30.97,1782.83,Aylik,Fiber,Elektronik Cek,Evet,1
1524,27,13,58.09,770.94,Aylik,DSL,Havale,Hayir,1
1525,55,21,70.6,1428.27,2 Yillik,Fiber,Kredi Karti,Hayir,1
1526,20,16,63.23,1062.62,2 Yillik,DSL,Elektronik Cek,Hayir,1
1527,37,10,30.86,261.67,Aylik,Fiber,Elektronik Cek,Hayir,1
1528,26,7,35.35,213.72,Aylik,DSL,Kredi Karti,Evet,0
1529,19,14,103.76,1423.18,Aylik,DSL,Elektronik Cek,Hayir,0
1530,74,9,68.44,612.15,Aylik,Fiber,Kredi Karti,Evet,1
1531,23,28,24.87,712.52,2 Yillik,DSL,Elektronik Cek,Evet,0
1532,18,6,21.65,154.09,Aylik,DSL,Elektronik Cek,Hayir,1
1533,75,5,67.35,336.46,1 Yillik,Yok,Kredi Karti,Hayir,1
1534,29,72,36.44,2557.19,1 Yillik,Yok,Elektronik Cek,Hayir,0
1535,68,7,90.51,669.96,Aylik,Yok,Kredi Karti,Hayir,1
1536,19,6,99.53,594.53,Aylik,DSL,Havale,Evet,1
1537,27,3,42.83,186.58,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1538,24,10,79.22,756.81,1 Yillik,Fiber,Havale,Hayir,1
1539,61,39,35.44,1302.05,Aylik,DSL,Otomatik Odeme,Hayir,0
1540,56,60,50.36,3019.9,Aylik,Fiber,Otomatik Odeme,Hayir,1
1541,47,53,108.88,5835.44,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1542,32,42,74.41,3133.27,2 Yillik,Yok,Kredi Karti,Hayir,0
1543,23,7,108.59,750.15,2 Yillik,Fiber,Kredi Karti,Hayir,1
1544,53,56,42.52,2337.6,1 Yillik,Fiber,Kredi Karti,Hayir,0
1545,32,3,53.0,246.89,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1546,54,46,67.1,3035.12,Aylik,DSL,Havale,Hayir,0
1547,60,30,68.01,2004.03,1 Yillik,DSL,Elektronik Cek,Hayir,1
1548,70,64,119.76,7693.14,Aylik,Fiber,Havale,Hayir,0
1549,48,23,31.44,630.32,1 Yillik,Fiber,Kredi Karti,Hayir,0
1550,18,46,105.2,4902.93,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1551,35,32,106.37,3435.05,2 Yillik,DSL,Elektronik Cek,Hayir,0
1552,70,38,75.32,2907.12,Aylik,Fiber,Elektronik Cek,Hayir,1
1553,51,68,54.4,3727.11,1 Yillik,Fiber,Havale,Evet,0
1554,56,52,71.92,3731.78,2 Yillik,DSL,Elektronik Cek,Evet,0
1555,46,30,49.25,1424.34,2 Yillik,Yok,Otomatik Odeme,Hayir,0
1556,28,33,99.91,3290.03,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1557,73,51,69.83,3512.57,Aylik,Fiber,Otomatik Odeme,Hayir,1
1558,65,25,112.58,2838.81,Aylik,Yok,Havale,Hayir,1
1559,79,13,82.27,1109.85,2 Yillik,Fiber,Kredi Karti,Hayir,0
1560,71,34,71.43,2502.46,1 Yillik,Yok,Otomatik Odeme,Hayir,0
1561,36,5,91.11,474.14,1 Yillik,Fiber,Havale,Evet,0
1562,33,13,70.39,961.3,1 Yillik,Fiber,Kredi Karti,Evet,0
1563,33,31,110.45,3409.09,Aylik,DSL,Kredi Karti,Hayir,0
1564,74,58,38.44,2205.61,Aylik,DSL,Havale,Evet,0
1565,52,57,117.33,6711.49,2 Yillik,Fiber,Kredi Karti,Hayir,1
1566,46,19,101.22,1903.86,Aylik,DSL,Elektronik Cek,Hayir,1
1567,78,31,106.07,3301.63,1 Yillik,DSL,Elektronik Cek,Hayir,0
1568,55,12,68.29,766.42,1 Yillik,Fiber,Havale,Evet,0
1569,74,55,103.72,5660.52,2 Yillik,Fiber,Kredi Karti,Hayir,0
1570,79,18,50.68,944.01,Aylik,DSL,Kredi Karti,Hayir,0
1571,22,58,96.19,5623.35,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1572,40,61,34.05,2027.77,Aylik,Yok,Havale,Hayir,0
1573,63,50,50.71,2569.03,Aylik,Fiber,Kredi Karti,Hayir,1
1574,68,24,64.57,1523.04,Aylik,Fiber,Elektronik Cek,Hayir,0
1575,27,69,52.23,3604.7,Aylik,Fiber,Otomatik Odeme,Hayir,1
1576,37,50,58.7,3005.85,2 Yillik,DSL,Kredi Karti,Hayir,0
1577,51,47,102.01,4834.84,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1578,67,62,45.67,2871.33,Aylik,Yok,Elektronik Cek,Evet,0
1579,25,64,94.53,6145.36,2 Yillik,Fiber,Havale,Hayir,0
1580,55,6,27.37,129.03,Aylik,Fiber,Otomatik Odeme,Hayir,1
1581,36,64,96.57,6131.19,1 Yillik,Yok,Havale,Hayir,0
1582,31,56,99.2,5519.09,2 Yillik,DSL,Elektronik Cek,Hayir,0
1583,49,15,60.17,889.82,1 Yillik,DSL,Kredi Karti,Hayir,0
1584,43,23,92.25,2004.02,Aylik,Fiber,Kredi Karti,Evet,0
1585,57,55,111.51,6122.68,Aylik,DSL,Otomatik Odeme,Hayir,1
1586,37,16,100.07,1573.89,Aylik,Fiber,Otomatik Odeme,Evet,1
1587,69,33,59.04,1987.51,2 Yillik,Yok,Kredi Karti,Hayir,0
1588,22,50,68.42,3438.62,1 Yillik,Fiber,Kredi Karti,Hayir,0
1589,71,47,97.94,4573.15,Aylik,DSL,Elektronik Cek,Hayir,1
1590,19,66,49.26,3280.66,Aylik,Fiber,Otomatik Odeme,Hayir,1
1591,63,9,100.39,939.67,2 Yillik,DSL,Elektronik Cek,Hayir,0
1592,39,22,52.81,1123.39,Aylik,Yok,Elektronik Cek,Hayir,0
1593,41,71,100.6,7117.95,1 Yillik,DSL,Havale,Evet,0
1594,19,41,28.68,1064.61,1 Yillik,Yok,Kredi Karti,Hayir,1
1595,61,18,24.44,385.39,Aylik,Fiber,Otomatik Odeme,Hayir,1
1596,28,21,119.77,2478.05,Aylik,Fiber,Otomatik Odeme,Evet,0
1597,58,25,106.95,2677.46,Aylik,Fiber,Havale,Hayir,1
1598,62,40,108.28,4283.93,Aylik,DSL,Elektronik Cek,Evet,0
1599,70,21,115.13,2392.06,1 Yillik,Fiber,Kredi Karti,Hayir,1
1600,61,45,63.83,2811.08,2 Yillik,Yok,Havale,Evet,0
1601,36,33,48.68,1615.0,Aylik,Yok,Kredi Karti,Hayir,0
1602,63,44,33.0,1473.29,Aylik,DSL,Havale,Evet,0
1603,69,12,70.12,861.56,Aylik,Fiber,Kredi Karti,Hayir,1
1604,37,45,42.0,1890.62,Aylik,Yok,Elektronik Cek,Evet,0
1605,25,67,113.56,7531.47,1 Yillik,Yok,Kredi Karti,Hayir,0
1606,73,10,20.4,173.0,1 Yillik,Fiber,Elektronik Cek,Evet,0
1607,27,24,34.32,803.31,1 Yillik,DSL,Elektronik Cek,Hayir,1
1608,54,50,44.65,2212.34,Aylik,Yok,Otomatik Odeme,Hayir,1
1609,32,45,39.9,1799.25,1 Yillik,Fiber,Kredi Karti,Evet,0
1610,25,49,42.58,2157.7,Aylik,Fiber,Havale,Hayir,1
1611,66,41,85.6,3550.2,2 Yillik,Fiber,Kredi Karti,Hayir,0
1612,26,50,52.75,2588.12,1 Yillik,DSL,Elektronik Cek,Hayir,0
1613,59,44,81.5,3619.92,2 Yillik,Yok,Kredi Karti,Hayir,1
1614,60,6,109.03,686.2,Aylik,DSL,Elektronik Cek,Evet,1
1615,21,55,80.26,4374.0,Aylik,Fiber,Otomatik Odeme,Hayir,1
1616,28,33,89.45,2994.29,1 Yillik,Yok,Elektronik Cek,Evet,1
1617,67,4,56.55,218.18,Aylik,Yok,Kredi Karti,Hayir,0
1618,49,30,35.97,1008.6,1 Yillik,Yok,Havale,Hayir,0
1619,25,32,52.06,1688.68,Aylik,Yok,Elektronik Cek,Hayir,0
1620,79,7,116.43,825.86,2 Yillik,DSL,Havale,Evet,1
1621,34,72,82.18,5905.58,Aylik,Yok,Havale,Hayir,0
1622,18,17,47.75,809.88,2 Yillik,Yok,Otomatik Odeme,Evet,0
1623,75,24,65.09,1526.21,Aylik,Fiber,Otomatik Odeme,Hayir,1
1624,19,32,103.55,3344.11,Aylik,Fiber,Havale,Hayir,1
1625,52,60,86.84,5208.23,Aylik,DSL,Havale,Evet,0
1626,79,54,76.07,4116.1,Aylik,Fiber,Kredi Karti,Evet,0
1627,53,56,108.52,6094.98,2 Yillik,Fiber,Havale,Hayir,1
1628,54,18,87.24,1512.59,2 Yillik,Fiber,Elektronik Cek,Evet,0
1629,42,61,84.27,5095.76,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1630,25,60,38.98,2228.3,2 Yillik,Fiber,Havale,Hayir,0
1631,53,34,30.64,1070.0,1 Yillik,DSL,Kredi Karti,Hayir,0
1632,73,40,116.51,4599.79,Aylik,Yok,Kredi Karti,Evet,0
1633,23,3,79.89,246.3,2 Yillik,DSL,Kredi Karti,Evet,0
1634,72,55,61.57,3404.9,Aylik,DSL,Kredi Karti,Evet,0
1635,43,70,78.9,5553.12,2 Yillik,DSL,Kredi Karti,Hayir,0
1636,51,35,26.18,856.1,Aylik,Yok,Elektronik Cek,Hayir,0
1637,28,39,102.21,3982.93,1 Yillik,Yok,Otomatik Odeme,Evet,1
1638,56,36,41.66,1583.27,Aylik,DSL,Otomatik Odeme,Evet,0
1639,29,6,100.45,688.42,Aylik,DSL,Elektronik Cek,Hayir,1
1640,34,45,73.44,3354.17,Aylik,Fiber,Havale,Hayir,0
1641,62,52,47.66,2495.19,Aylik,DSL,Otomatik Odeme,Hayir,0
1642,21,67,23.02,1492.08,Aylik,Fiber,Kredi Karti,Hayir,1
1643,45,67,101.58,6841.79,Aylik,DSL,Elektronik Cek,Evet,1
1644,54,36,37.65,1347.5,Aylik,Fiber,Otomatik Odeme,Hayir,0
1645,26,70,25.18,1790.63,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1646,36,39,95.59,3696.37,Aylik,Fiber,Havale,Hayir,0
1647,39,47,55.0,2576.35,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1648,59,44,58.93,2601.13,Aylik,DSL,Otomatik Odeme,Hayir,0
1649,78,72,44.71,3231.43,1 Yillik,DSL,Kredi Karti,Hayir,0
1650,69,54,105.92,5744.37,Aylik,DSL,Elektronik Cek,Hayir,1
1651,29,9,49.73,418.61,Aylik,DSL,Kredi Karti,Hayir,1
1652,19,6,41.02,178.96,1 Yillik,Yok,Kredi Karti,Hayir,0
1653,21,30,50.92,1608.84,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1654,54,38,40.31,1656.24,Aylik,DSL,Havale,Hayir,0
1655,27,49,51.77,2559.1,Aylik,DSL,Kredi Karti,Hayir,1
1656,32,35,28.29,923.95,Aylik,Fiber,Havale,Evet,1
1657,70,38,35.85,1323.64,Aylik,Yok,Kredi Karti,Evet,0
1658,72,67,61.71,4160.03,Aylik,Fiber,Otomatik Odeme,Hayir,0
1659,70,25,107.95,2765.81,1 Yillik,Fiber,Otomatik Odeme,Evet,1
1660,33,36,25.73,865.64,Aylik,Yok,Kredi Karti,Hayir,0
1661,56,41,41.27,1685.85,1 Yillik,Fiber,Kredi Karti,Evet,0
1662,55,34,110.83,3778.02,Aylik,Yok,Otomatik Odeme,Hayir,1
1663,29,70,109.0,7673.23,Aylik,Fiber,Otomatik Odeme,Hayir,0
1664,52,70,87.95,6139.32,Aylik,DSL,Otomatik Odeme,Evet,0
1665,50,37,44.05,1551.66,Aylik,Fiber,Elektronik Cek,Evet,0
1666,42,33,61.98,2076.4,Aylik,DSL,Otomatik Odeme,Hayir,1
1667,64,43,41.12,1824.4,2 Yillik,DSL,Havale,Hayir,0
1668,60,14,32.86,455.91,1 Yillik,Yok,Otomatik Odeme,Hayir,0
1669,51,31,58.0,1818.26,Aylik,DSL,Otomatik Odeme,Evet,0
1670,62,16,77.58,1217.56,Aylik,Fiber,Kredi Karti,Evet,0
1671,65,11,55.99,573.6,2 Yillik,Yok,Kredi Karti,Evet,0
1672,53,7,81.08,618.88,Aylik,Fiber,Elektronik Cek,Evet,1
1673,34,43,49.63,2153.46,Aylik,Fiber,Otomatik Odeme,Hayir,0
1674,65,1,54.59,79.11,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1675,62,47,99.07,4731.4,Aylik,Yok,Kredi Karti,Evet,1
1676,78,32,107.83,3397.82,Aylik,DSL,Havale,Hayir,1
1677,27,27,52.2,1381.8,Aylik,DSL,Otomatik Odeme,Hayir,0
1678,43,56,77.15,4328.3,1 Yillik,Fiber,Kredi Karti,Hayir,0
1679,75,39,47.82,1836.76,Aylik,Yok,Elektronik Cek,Hayir,1
1680,49,53,25.33,1381.65,1 Yillik,DSL,Havale,Hayir,1
1681,76,52,93.79,4867.71,Aylik,Fiber,Kredi Karti,Evet,0
1682,18,3,37.1,61.67,Aylik,Yok,Kredi Karti,Evet,1
1683,20,16,62.57,1004.41,Aylik,DSL,Elektronik Cek,Hayir,0
1684,67,42,68.7,2893.92,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1685,40,71,38.45,2776.68,Aylik,Fiber,Kredi Karti,Hayir,1
1686,50,12,29.46,373.18,1 Yillik,DSL,Havale,Hayir,0
1687,44,8,54.8,461.46,Aylik,DSL,Kredi Karti,Hayir,0
1688,43,68,115.23,7851.65,Aylik,Fiber,Elektronik Cek,Hayir,1
1689,76,70,81.51,5696.29,Aylik,Fiber,Otomatik Odeme,Hayir,1
1690,23,13,58.14,720.01,Aylik,Fiber,Otomatik Odeme,Hayir,1
1691,65,29,23.89,707.25,Aylik,Fiber,Havale,Evet,0
1692,73,46,80.03,3664.72,2 Yillik,Fiber,Havale,Evet,0
1693,58,15,29.23,522.94,2 Yillik,Fiber,Havale,Hayir,0
1694,42,24,74.25,1849.11,1 Yillik,Yok,Otomatik Odeme,Hayir,0
1695,27,29,95.2,2792.44,1 Yillik,Fiber,Havale,Evet,0
1696,60,47,62.36,2949.84,Aylik,Fiber,Kredi Karti,Hayir,0
1697,47,23,49.94,1144.22,1 Yillik,Yok,Otomatik Odeme,Hayir,1
1698,27,30,24.74,679.14,Aylik,Yok,Kredi Karti,Hayir,0
1699,40,21,22.48,461.27,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1700,77,55,63.0,3470.07,2 Yillik,Yok,Kredi Karti,Hayir,1
1701,34,12,108.33,1311.43,Aylik,Yok,Elektronik Cek,Evet,0
1702,29,17,44.41,778.45,2 Yillik,DSL,Havale,Hayir,0
1703,60,18,77.41,1439.45,2 Yillik,DSL,Elektronik Cek,Evet,0
1704,30,66,88.43,5801.77,Aylik,Fiber,Havale,Hayir,0
1705,75,69,26.08,1765.37,2 Yillik,Fiber,Havale,Hayir,0
1706,71,37,35.31,1379.01,Aylik,Fiber,Havale,Evet,0
1707,78,12,53.13,676.11,Aylik,Fiber,Otomatik Odeme,Evet,0
1708,74,55,87.01,4766.01,Aylik,DSL,Kredi Karti,Hayir,0
1709,33,36,63.9,2295.04,1 Yillik,DSL,Kredi Karti,Hayir,0
1710,31,62,93.42,5786.9,Aylik,Yok,Kredi Karti,Hayir,1
1711,39,26,106.76,2777.34,2 Yillik,DSL,Elektronik Cek,Hayir,0
1712,47,72,95.84,6924.11,Aylik,Fiber,Elektronik Cek,Hayir,0
1713,72,59,119.22,7160.73,Aylik,DSL,Elektronik Cek,Hayir,1
1714,63,17,95.44,1631.97,1 Yillik,Fiber,Kredi Karti,Hayir,0
1715,57,53,105.22,5609.79,Aylik,Fiber,Otomatik Odeme,Evet,0
1716,72,21,103.24,2083.72,1 Yillik,DSL,Otomatik Odeme,Evet,0
1717,58,26,93.03,2394.54,Aylik,Fiber,Otomatik Odeme,Hayir,1
1718,41,19,100.18,1964.86,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1719,43,50,113.47,5693.62,1 Yillik,DSL,Havale,Evet,0
1720,50,19,67.52,1063.42,Aylik,Fiber,Elektronik Cek,Hayir,1
1721,23,46,83.83,3889.88,Aylik,Fiber,Havale,Evet,0
1722,63,42,71.49,3098.49,Aylik,Fiber,Elektronik Cek,Hayir,0
1723,58,55,105.1,5680.7,2 Yillik,Fiber,Havale,Evet,1
1724,63,72,63.14,4622.05,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1725,51,1,101.97,0.0,Aylik,DSL,Otomatik Odeme,Evet,1
1726,66,72,99.94,7242.58,Aylik,DSL,Elektronik Cek,Hayir,0
1727,76,8,116.19,929.09,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1728,53,38,44.89,1588.32,Aylik,Fiber,Otomatik Odeme,Hayir,0
1729,45,25,90.96,2296.31,1 Yillik,Yok,Kredi Karti,Hayir,0
1730,24,47,95.69,4554.97,1 Yillik,DSL,Otomatik Odeme,Evet,0
1731,66,52,113.63,5926.95,Aylik,Fiber,Otomatik Odeme,Hayir,1
1732,74,62,110.69,6892.02,Aylik,Fiber,Havale,Hayir,0
1733,61,29,77.35,2222.57,Aylik,DSL,Elektronik Cek,Hayir,1
1734,71,68,77.92,5205.49,Aylik,Fiber,Elektronik Cek,Hayir,1
1735,71,24,36.73,916.11,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
